SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,PaperlessBilling,NumServices,MonthlyCharges,TotalCharges,Churn
0,No,No,4,One year,Fiber optic,Yes,No internet service,Credit card,Yes,4,86.52,366.78,Yes
1,No,No,57,One year,Fiber optic,No internet service,No,Credit card,No,3,90.09,5084.98,No
0,No,No,48,Month-to-month,DSL,Yes,Yes,Credit card,Yes,2,51.64,2430.28,No
0,Yes,No,45,One year,DSL,Yes,No,Electronic check,Yes,4,68.42,3125.66,No
0,Yes,Yes,3,One year,DSL,No,No internet service,Electronic check,Yes,3,57.01,193.08,No
0,Yes,No,54,Two year,DSL,No,No,Electronic check,Yes,1,52.27,2816.88,No
0,Yes,No,46,One year,Fiber optic,No,No internet service,Bank transfer,No,6,111.34,5197.95,No
0,Yes,No,57,One year,DSL,No,No internet service,Mailed check,Yes,5,73.21,4248.86,No
0,No,No,60,Month-to-month,DSL,No internet service,No internet service,Electronic check,Yes,1,52.36,3159.17,No
0,Yes,Yes,15,Two year,No,Yes,No,Mailed check,Yes,2,24.35,307.02,No
0,No,Yes,15,Month-to-month,DSL,No,No,Mailed check,Yes,4,64.13,957.49,Yes
0,Yes,Yes,67,Month-to-month,No,Yes,No internet service,Bank transfer,Yes,6,40.95,2710.35,No
0,Yes,Yes,38,Two year,Fiber optic,No,No internet service,Mailed check,Yes,3,88.82,3378.74,No
0,No,Yes,31,Month-to-month,Fiber optic,No,Yes,Electronic check,Yes,5,97.67,2990.32,Yes
0,No,No,20,Month-to-month,Fiber optic,No,Yes,Bank transfer,No,1,73.42,1420.55,Yes
0,Yes,No,46,Month-to-month,DSL,Yes,No,Bank transfer,No,4,72.98,3266.58,No
0,No,No,55,Month-to-month,No,No internet service,No,Electronic check,Yes,5,51.64,2846.89,No
0,Yes,No,0,Two year,No,No,No internet service,Electronic check,No,6,47.9,0.0,Yes
0,Yes,No,40,Two year,Fiber optic,No internet service,No,Credit card,Yes,2,82.39,3282.79,No
0,Yes,No,72,Month-to-month,Fiber optic,No,Yes,Bank transfer,Yes,5,88.97,6433.62,Yes
1,Yes,No,20,Two year,Fiber optic,No internet service,No,Electronic check,No,1,72.87,1428.52,No
0,No,No,20,One year,No,No,No internet service,Mailed check,No,1,18.03,317.21,No
